B = 2.49968  Npart = 400
70
   B	5.43	3.12	0.98	  1
   B	-0.84	-0.57	-3.96	 19
   B	2.83	3.20	-1.00	  7
   B	3.45	1.63	-2.73	  7
   B	-3.58	-2.66	-0.40	 10
   B	-0.45	-0.11	2.34	 15
   B	4.90	5.58	-2.66	  1
   B	-1.14	3.42	3.40	 15
   B	1.71	-1.84	4.03	 16
   B	3.86	4.84	-2.13	  3
   B	-1.49	4.42	-1.57	  6
   B	5.20	3.83	-5.75	  0
   B	-1.72	5.51	-2.32	  8
   B	1.90	-3.18	-5.73	 17
   B	-0.13	-1.22	-6.29	 16
   B	0.99	-0.49	-2.54	 14
   B	-2.22	0.16	4.97	 14
   B	2.17	0.25	-3.36	 17
   B	2.11	-4.03	-3.25	 14
   B	3.96	0.14	-4.66	  6
   B	2.57	5.45	-1.01	  3
   B	3.19	0.49	3.23	  9
   B	-0.47	0.80	-3.17	 19
   B	6.39	2.22	1.40	  1
   B	-1.74	1.00	0.37	 18
   B	-0.84	7.15	2.37	  5
   B	4.67	-0.95	-1.81	  3
   B	1.88	0.03	6.85	 16
   B	-1.14	-4.56	0.63	 10
   B	1.84	-1.69	-3.01	 13
   B	-3.14	4.42	1.46	  9
   B	-4.64	-1.05	-1.68	 11
   B	0.61	2.41	5.10	 13
   B	-1.46	-0.16	-0.95	 16
   B	7.21	5.13	0.92	  0
   B	-3.11	3.20	-3.32	 14
   B	-3.36	-1.35	-4.04	 11
   B	-1.80	-0.60	0.02	 16
   B	6.02	-2.16	2.97	  1
   B	5.09	-5.64	-1.98	  0
   B	1.98	-1.09	3.77	 11
   B	1.67	-2.33	-1.11	 15
   B	-1.17	-6.05	-0.26	  4
   B	2.46	0.43	3.98	 15
   B	-3.63	3.24	0.34	 10
   B	-3.85	-3.67	0.41	 14
   B	3.48	1.56	1.53	  8
   B	-0.53	2.05	-5.26	 14
   B	-0.07	-0.46	-4.79	 16
   B	-0.09	4.01	4.18	  6
   B	-6.83	1.16	0.07	  7
   B	6.00	-1.97	2.39	  1
   B	3.65	2.05	6.26	  7
   B	5.44	-1.69	0.28	  2
   B	-0.45	0.07	-2.20	 16
   B	-0.68	0.67	1.86	 17
   B	1.56	2.84	2.49	  9
   B	4.22	-2.60	4.20	  5
   B	-1.72	-5.00	-1.45	 10
   B	-3.35	-2.34	0.20	 10
   B	-1.91	5.32	4.64	 10
   B	1.07	2.44	-5.16	  9
   B	1.79	-2.30	-3.26	 16
   B	1.00	3.01	-2.78	  7
   B	6.77	-1.19	3.78	  1
   B	3.23	-3.02	1.51	 10
   B	1.02	0.32	0.79	 18
   B	2.28	1.32	0.13	 14
   B	4.15	-2.39	5.38	  5
   B	2.86	5.44	-1.34	  3
   B	5.09	3.64	2.47	  0
   B	-1.16	-1.39	-1.24	 16
   B	-1.68	2.06	1.66	 16
   B	-1.05	-5.28	1.09	  7
   B	7.05	1.10	-0.78	  0
   B	-2.18	-2.42	5.23	 16
   B	2.12	0.97	3.07	 15
   B	6.90	3.18	-3.19	  0
   B	2.56	-0.65	1.35	 12
   B	1.71	0.81	4.65	 14
   B	-0.48	-1.00	-3.38	 16
   B	-4.49	3.88	-0.45	  9
   B	1.86	5.43	-1.00	  6
   B	5.61	3.10	1.62	  1
   B	1.30	-0.04	2.23	 18
   B	5.00	0.42	-0.85	  3
   B	0.35	-0.63	-2.29	 13
   B	-2.42	-6.38	2.54	  4
   B	-2.88	-3.71	1.36	 11
   B	4.65	3.68	-1.78	  1
   B	5.80	1.93	4.74	  2
   B	-4.49	-3.80	-1.94	 13
   B	6.26	-1.59	-2.74	  1
   B	3.62	1.34	5.00	  9
   B	3.53	-3.66	4.41	 10
   B	3.11	-2.63	-0.75	 11
   B	2.62	3.38	0.03	  7
   B	4.97	-1.39	-3.16	  2
   B	0.72	-4.10	1.10	 12
   B	7.26	0.06	-0.95	  0
   B	-4.52	1.42	-1.12	 10
   B	5.35	-3.71	1.68	  2
   B	3.64	2.72	3.01	  4
   B	4.98	-2.39	0.53	  5
   B	-3.75	1.71	3.59	 14
   B	0.78	2.30	4.23	 12
   B	2.01	2.40	0.36	  6
   B	-1.26	-1.31	-5.01	 18
   B	2.77	0.16	3.47	 14
   B	4.75	-2.83	1.71	  3
   B	-3.31	-2.70	0.59	  9
   B	8.98	-1.42	-2.17	  0
   B	5.63	2.47	-2.46	  2
   B	-0.87	0.35	-3.28	 18
   B	-0.44	2.73	5.16	 12
   B	-3.09	4.55	-1.09	  9
   B	-2.51	-4.79	-3.50	 12
   B	1.95	6.50	-1.68	  3
   B	4.49	-0.03	2.26	  5
   B	3.76	1.94	-4.94	  7
   B	0.05	-2.17	2.46	 13
   B	3.52	-2.42	-5.30	  7
   B	3.41	2.40	-6.38	  4
   B	-2.32	-2.81	-3.56	 14
   B	1.71	-1.15	4.27	 10
   B	2.37	4.59	0.68	  3
   B	-3.38	-0.04	-1.31	 11
   B	0.34	2.70	-1.79	  8
   B	0.90	1.29	-5.51	  9
   B	0.76	5.45	-3.37	  5
   B	7.11	-1.24	-2.44	  1
   B	4.90	-3.01	-5.25	  2
   B	0.43	-4.70	2.60	  7
   B	1.77	-0.49	3.15	 13
   B	-0.98	-0.96	-3.77	 22
   B	2.97	-6.83	3.37	  0
   B	5.09	1.12	-0.77	  3
   B	0.51	2.02	-5.31	 12
   B	-0.10	-1.25	1.00	 16
   B	0.66	7.21	0.38	  3
   B	-3.82	-0.90	4.24	 12
   B	5.78	0.38	-2.95	  1
   B	-0.07	4.95	1.22	  8
   B	-1.63	-2.30	3.61	 17
   B	0.88	-0.67	-3.84	 15
   B	-1.86	-5.50	4.09	  6
   B	-5.40	-1.18	0.98	 10
   B	0.74	-3.88	-2.06	 12
   B	-0.22	-4.90	-0.37	  6
   B	7.83	1.21	-0.99	  0
   B	-4.01	-2.31	0.61	 11
   B	5.60	-1.63	-0.51	  2
   B	-3.29	2.39	-1.50	 15
   B	1.79	-1.29	8.07	 10
   B	-2.83	1.89	5.38	 15
   B	2.05	2.85	1.95	  8
   B	-1.57	-5.93	-5.66	  5
   B	-1.51	-2.11	5.68	 17
   B	-3.57	-0.81	-3.98	 11
   B	2.38	1.60	4.00	 12
   B	1.72	-1.91	6.94	 17
   B	1.77	-5.43	2.12	  5
   B	6.48	-0.47	-1.48	  1
   B	2.09	0.01	-4.71	 15
   B	4.01	2.13	6.10	  8
   B	-0.21	-6.70	1.64	  2
   B	-1.00	-5.53	-3.27	  6
   B	0.91	5.78	-0.69	  6
   B	0.32	-4.16	-3.92	  9
   B	-1.49	-3.35	-3.03	 13
   B	3.66	3.93	4.76	  3
   B	-1.82	0.57	-0.30	 18
   B	0.28	0.23	5.53	 16
